Rank,Change,Pairing,Fandom,Works,Type,Race
21,15,`['Dan Howell', 'Phil Lester']`,Phandom/The Fantastic Foursome (YouTube RPF),9938,`['M', 'M']`,White
22,32,`['Magnus Bane', 'Alec Lightwood']`,Shadowhunters (TV),9734,`['M', 'M']`,Whi/POC
23,-7,`['Clint Barton', 'Phil Coulson']`,The Avengers (Marvel Movies),9606,`['M', 'M']`,White
24,-7,`['Clint Barton', 'Natasha Romanov']`,The Avengers (Marvel Movies),9421,`['F', 'M']`,White
25,-1,`['Oliver Queen', 'Felicity Smoak']`,Arrow (TV 2012),9258,`['F', 'M']`,White
26,-1,`['James T. Kirk', 'Spock']`,Star Trek: Alternate Original Series (Movies),9127,`['M', 'M']`,White
27,0,`['Evil Queen | Regina Mills', 'Emma Swan']`,Once Upon a Time (TV),9071,`['F', 'F']`,Whi/POC
28,3,`['Harry Potter', 'Severus Snape']`,Harry Potter - J. K. Rowling,8818,`['M', 'M']`,White
29,-1,`['Ian Gallagher', 'Mickey Milkovich']`,Shameless (US),8707,`['M', 'M']`,White
30,-8,`['Enjolras', 'Grantaire']`,Les Misérables - All Media Types,8701,`['M', 'M']`,White
31,-5,`['Steve McGarrett', 'Danny “Danno” Williams']`,Hawaii Five-0 (2010),8657,`['M', 'M']`,White
32,7,`['Clarke Griffin', 'Lexa']`,The 100 (TV),8535,`['F', 'F']`,White
33,-3,`['Bellamy Blake', 'Clarke Griffin']`,The 100 (TV),8506,`['F', 'M']`,Whi/POC
34,-14,`['Zayn Malik', 'Liam Payne']`,One Direction (Band),8481,`['M', 'M']`,Whi/POC
35,-12,`['Bilbo Baggins', 'Thorin Oakenshield']`,The Hobbit - All Media Types,8305,`['M', 'M']`,White
36,1,`['Captain Hook | Killian Jones', 'Emma Swan']`,Once Upon a Time (TV),8061,`['F', 'M']`,White
37,20,`['Armitage Hux', 'Ben Solo | Kylo Ren']`,Star Wars Episode VII: The Force Awakens (2015),8022,`['M', 'M']`,White
38,-6,`['Frank Iero', 'Gerard Way']`,My Chemical Romance,7823,`['M', 'M']`,White
39,-10,`['Pepper Potts', 'Tony Stark']`,The Avengers (Marvel Movies),7709,`['F', 'M']`,White
40,-7,`['Jack Harkness', 'Ianto Jones']`,Torchwood,7475,`['M', 'M']`,White
41,49,`['Min Yoongi | Suga', 'Park Jimin']`,Bangtan Boys | BTS,7150,`['M', 'M']`,POC
42,-2,`['Mycroft Holmes', 'Lestrade']`,Sherlock (TV),7125,`['M', 'M']`,White
43,0,`['Belle', 'Rumplestiltskin | Mr. Gold']`,Once Upon a Time (TV),6985,`['F', 'M']`,White
44,11,`['Iwaizumi Hajime', 'Oikawa Tooru']`,Haikyuu!!,6964,`['M', 'M']`,POC
45,-10,`['Allison Argent', 'Scott McCall']`,Teen Wolf (TV),6937,`['F', 'M']`,Whi/POC
46,N,`['Jeon Jungkook', 'Kim Taehyung | V']`,Bangtan Boys | BTS,6832,`['M', 'M']`,POC
47,-13,`['Loki', 'Thor']`,Thor (Movies),6740,`['M', 'M']`,White
48,-7,`['James T. Kirk', 'Leonard McCoy']`,Star Trek: Alternate Original Series (Movies),6598,`['M', 'M']`,White
49,-1,`['Sherlock Holmes', 'Molly Hooper']`,Sherlock (TV),6506,`['F', 'M']`,White
50,0,`['Hermione Granger', 'Ron Weasley']`,Harry Potter - J. K. Rowling,6490,`['F', 'M']`,Whi/Amb
51,-13,`['Jim Ellison', 'Blair Sandburg']`,The Sentinel,6446,`['M', 'M']`,White
52,-3,`['Castiel', 'Dean Winchester']`,Supernatural,6444,Gen,White
53,-7,`['Inquisitor', 'Cullen Rutherford']`,Dragon Age: Inquisition,6405,Other,Whi/Amb
54,-3,`['Hinata Shouyou', 'Kageyama Tobio']`,Haikyuu!!,6391,`['M', 'M']`,POC
55,14,`['Adrien Agreste', 'Marinette Dupain-Cheng']`,Miraculous Ladybug,6307,`['F', 'M']`,Whi/POC
56,-11,`['Arthur', 'Eames (Inception)']`,Inception (2010),6096,`['M', 'M']`,White
57,-15,`['Loki', 'Tony Stark']`,The Avengers (Marvel Movies),6091,`['M', 'M']`,White
58,30,`['Josh Dun', 'Tyler Joseph']`,Twenty One Pilots,5886,`['M', 'M']`,Whi/POC
59,-12,`['Marco Bott', 'Jean Kirstein']`,Shingeki no Kyojin | Attack on Titan,5746,`['M', 'M']`,White
60,-16,`['Clark Kent', 'Lex Luthor']`,Smallville,5630,`['M', 'M']`,White
61,-9,`['Tenth Doctor', 'Rose Tyler']`,Doctor Who (2005),5583,`['F', 'M']`,White
62,-9,`['James Bond', 'Q']`,James Bond (Craig movies),5267,`['M', 'M']`,White
63,-4,`['Dean Winchester', 'Sam Winchester']`,Supernatural,5249,Gen,White
64,N,`['Kim Namjoon | Rap Monster', 'Kim Seokjin | Jin']`,Bangtan Boys | BTS,5152,`['M', 'M']`,POC
65,N,`['Jeon Jungkook', 'Park Jimin']`,Bangtan Boys | BTS,5077,`['M', 'M']`,POC
66,-1,`['James “Bucky” Barnes', 'Steve Rogers']`,Captain America (Movies),5021,Gen,White
67,1,`['Harry Potter', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,4971,`['F', 'M']`,White
68,-12,`['Mary Morstan', 'John Watson']`,Sherlock (TV),4900,`['F', 'M']`,White
69,4,`['Leo Fitz', 'Jemma Simmons']`,Agents of S.H.I.E.L.D. (TV),4863,`['F', 'M']`,White
70,7,`['James Potter', 'Lily Evans Potter']`,Harry Potter - J. K. Rowling,4842,`['F', 'M']`,White
71,-11,`['Laura Hollis', 'Carmilla Karnstein']`,Carmilla (Web Series),4729,`['F', 'F']`,White
72,-8,`['Patrick Stump', 'Pete Wentz']`,Fall Out Boy,4700,`['M', 'M']`,Whi/POC
73,7,`['Hermione Granger', 'Draco Malfoy']`,Harry Potter - J. K. Rowling,4661,`['F', 'M']`,Whi/Amb
74,-9,`['Jessica Moore', 'Sam Winchester']`,Supernatural,4491,`['F', 'M']`,White
75,9,`['Benton Fraser', 'Ray Kowalski']`,due South,4481,`['M', 'M']`,White
76,-18,`['John Egbert', 'Dave Strider']`,Homestuck,4463,`['M', 'M']`,Ambig
77,-5,`['Inquisitor', 'Solas']`,Dragon Age: Inquisition,4436,Other,Whi/Amb
78,N,`['Alexander Hamilton', 'John Laurens']`,Hamilton – Miranda,4409,`['M', 'M']`,POC
79,-17,`['Jane Foster', 'Thor']`,The Avengers (Marvel Movies),4350,`['F', 'M']`,White
80,-17,`['Katniss Everdeen', 'Peeta Mellark']`,Hunger Games Trilogy - Suzanne Collins,4326,`['F', 'M']`,Whi/Amb
81,-10,`['Levi', 'Erwin Smith']`,Shingeki no Kyojin | Attack on Titan,4289,`['M', 'M']`,White
82,-21,`['Niall Horan', 'Harry Styles']`,One Direction (Band),4218,`['M', 'M']`,White
83,N,`['Sawamura Daichi', 'Sugawara Koushi']`,Haikyuu!!,4164,`['M', 'M']`,POC
84,-2,`['Harry Hart', 'Gary “Eggsy” Unwin']`,Kingsman: The Secret Service (2015),4121,`['M', 'M']`,White
85,12,`['Fox Mulder', 'Dana Scully']`,The X-Files,4097,`['F', 'M']`,White
86,-19,`['Carlos', 'Cecil Palmer']`,Welcome to Night Vale,4053,`['M', 'M']`,Amb/POC
87,-9,`['America (Hetalia)', 'England (Hetalia)']`,Hetalia: Axis Powers,4030,`['M', 'M']`,White
88,N,`['Dean Winchester', 'You']`,Supernatural,4027,Other,Whi/Amb
89,-13,`['Nanase Haruka', 'Tachibana Makoto']`,Free!,3964,`['M', 'M']`,POC
90,5,`['Uchiha Sasuke', 'Uzumaki']`,Naruto Naruto,3942,`['M', 'M']`,POC
91,-17,`['Sebastian Moran', 'James Moriarty']`,Sherlock (TV),3926,`['M', 'M']`,White
92,-7,`['Peter Hale', 'Stiles Stilinski']`,Teen Wolf (TV),3900,`['M', 'M']`,White
93=,N,`['Akaashi Keiji', 'Bokuto Koutarou']`,Haikyuu!!,3888,`['M', 'M']`,POC
93=,1,`['Poe Dameron', 'Finn']`,Star Wars Episode VII: The Force Awakens (2015),3888,`['M', 'M']`,POC
95,N,`['Jung Hoseok | J-Hope', 'Min Yoongi | Suga']`,Bangtan Boys | BTS,3887,`['M', 'M']`,POC
96,N,`['Otabek Altin', 'Yuri Plisetsky']`,Yuri!!! on Ice (Anime),3852,`['M', 'M']`,Whi/POC
97,-27,`['Niall Horan', 'Zayn Malik']`,One Direction (Band),3795,`['M', 'M']`,Whi/POC
98,N,`['Kara Danvers', 'Lena Luthor']`,Supergirl (TV 2015),3793,`['F', 'F']`,White
99,N,`['Katsuki Yuuri', 'Victor Nikiforov']`,Yuri!!! on Ice (Anime),3782,Gen,Whi/POC
100,N,`['Peter Parker', 'Wade Wilson']`,Spider-Man - All Media Types,3770,`['M', 'M']`,White
