Rank,Change,Pairing,Fandom,Works,Type,Race
39,-15,`['Clint Barton', 'Natasha Romanov']`,The Avengers (Marvel Movies),10810,`['F', 'M']`,White
40,N,`['Peter Parker', 'Tony Stark']`,Marvel Cinematic Universe,10639,Gen,White
41,-13,`['Harry Potter', 'Severus Snape']`,Harry Potter - J. K. Rowling,10513,`['M', 'M']`,White
42,53,`['Jung Hoseok | J-Hope', 'Min Yoongi | Suga']`,Bangtan Boys | BTS,10433,`['M', 'M']`,POC
43,-20,`['Clint Barton', 'Phil Coulson']`,The Avengers (Marvel Movies),10413,`['M', 'M']`,White
44,-15,`['Ian Gallagher', 'Mickey Milkovich']`,Shameless (US),10131,`['M', 'M']`,White
45,-15,`['Enjolras', 'Grantaire (Les Misérables)']`,Les Misérables - All Media Types,9960,`['M', 'M']`,White
46,N,`['Bakugou Katsuki', 'Midoriya Izuku']`,Boku no Hero Academia | My Hero Academia,9855,`['M', 'M']`,POC
47,-11,`['Captain Hook | Killian Jones', 'Emma Swan']`,Once Upon a Time (TV),9763,`['F', 'M']`,White
48,2,`['Hermione Granger', 'Ron Weasley']`,Harry Potter - J. K. Rowling,9574,`['F', 'M']`,Whi/Amb
49,-7,`['Mycroft Holmes', 'Lestrade']`,Sherlock (TV),9561,`['M', 'M']`,White
50,48,`['Kara Danvers', 'Lena Luthor']`,Supergirl (TV 2015),9458,`['F', 'F']`,White
51,-16,`['Bilbo Baggins', 'Thorin Oakenshield']`,The Hobbit - All Media Types,9374,`['M', 'M']`,White
52,N,`['Bakugou Katsuki', 'Kirishima Eijirou']`,Boku no Hero Academia | My Hero Academia,9309,`['M', 'M']`,POC
53,N,`['Midoriya Izuku', 'Todoroki Shouto']`,Boku no Hero Academia | My Hero Academia,9116,`['M', 'M']`,POC
54,7,`['Tenth Doctor', 'Rose Tyler']`,Doctor Who (2005),9081,`['F', 'M']`,White
55,-17,`['Frank Iero', 'Gerard Way']`,My Chemical Romance,9000,`['M', 'M']`,White
56,-22,`['Zayn Malik', 'Liam Payne']`,One Direction (Band),8906,`['M', 'M']`,Whi/POC
57,-13,`['Iwaizumi Hajime', 'Oikawa Tooru']`,Haikyuu!!,8902,`['M', 'M']`,POC
58,-18,`['Jack Harkness', 'Ianto Jones']`,Torchwood,8779,`['M', 'M']`,White
59,N,`['Aziraphale', 'Crowley (Good Omens)']`,Good Omens - Neil Gaiman & Terry Pratchett,8737,`['M', 'M']`,White
60,-3,`['Loki', 'Tony Stark']`,The Avengers (Marvel Movies),8520,`['M', 'M']`,White
61,-9,`['Castiel', 'Dean Winchester']`,Supernatural,8339,Gen,White
62,-13,`['Sherlock Holmes', 'Molly Hooper']`,Sherlock (TV),8301,`['F', 'M']`,White
63,-20,`['Belle', 'Rumplestiltskin | Mr. Gold']`,Once Upon a Time (TV),8280,`['F', 'M']`,White
64,2,`['James "Bucky" Barnes', 'Steve Rogers']`,Captain America (Movies),8088,Gen,White
65,5,`['James Potter', 'Lily Evans Potter']`,Harry Potter - J. K. Rowling,8029,`['F', 'M']`,White
66,-12,`['Hinata Shouyou', 'Kageyama Tobio']`,Haikyuu!!,7891,`['M', 'M']`,POC
67,-14,`['Inquisitor', 'Cullen Rutherford']`,Dragon Age: Inquisition,7694,Other,Whi/Amb
68,17,`['Fox Mulder', 'Dana Scully']`,The X-Files,7604,`['F', 'M']`,White
69,4,`['Hermione Granger', 'Draco Malfoy']`,Harry Potter - J. K. Rowling,7596,`['F', 'M']`,Whi/Amb
70,18,`['Dean Winchester', 'You']`,Supernatural,7457,Other,Whi/Amb
71,N,`['Jeon Jungkook', 'Min Yoongi | Suga']`,Bangtan Boys | BTS,7452,`['M', 'M']`,POC
72,-5,`['Harry Potter', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,7441,`['F', 'M']`,White
73,N,`['Kim Taehyung | V', 'Park Jimin']`,Bangtan Boys | BTS,7401,`['M', 'M']`,POC
74,-29,`['Allison Argent', 'Scott McCall']`,Teen Wolf (TV),7393,`['F', 'M']`,Whi/POC
75,-27,`['James T. Kirk', 'Leonard "Bones" McCoy']`,Star Trek: Alternate Original Series (Movies),7334,`['M', 'M']`,White
76,-13,`['Dean Winchester', 'Sam Winchester']`,Supernatural,7305,Gen,White
77,-26,`['Jim Ellison', 'Blair Sandburg']`,The Sentinel (TV),7152,`['M', 'M']`,White
78,-20,`['Josh Dun', 'Tyler Joseph']`,Twenty One Pilots,7085,`['M', 'M']`,Whi/POC
79,-23,`['Arthur', 'Eames (Inception)']`,Inception (2010),7002,`['M', 'M']`,White
80,16,`['Otabek Altin', 'Yuri Plisetsky']`,Yuri!!! on Ice (Anime),6351,`['M', 'M']`,Whi/POC
81,-19,`['James Bond', 'Q']`,James Bond (Craig movies),6307,`['M', 'M']`,White
82,-13,`['Leo Fitz', 'Jemma Simmons']`,Agents of S.H.I.E.L.D. (TV),6234,`['F', 'M']`,White
83,N,`['James "Bucky" Barnes', 'Reader']`,Marvel Cinematic Universe,6201,Other,Whi/Amb
84,16,`['Peter Parker', 'Wade Wilson']`,Spider-Man - All Media Types,6170,`['M', 'M']`,White
85,7,`['Peter Hale', 'Stiles Stilinski']`,Teen Wolf (TV),6110,`['M', 'M']`,White
86,4,`['Uchiha Sasuke', 'Uzumaki']`,Naruto Naruto,6104,`['M', 'M']`,POC
87,-28,`['Marco Bott', 'Jean Kirstein']`,Shingeki no Kyojin | Attack on Titan,6024,`['M', 'M']`,White
88,-28,`['Clark Kent', 'Lex Luthor']`,Smallville,6015,`['M', 'M']`,White
89,N,`['James "Bucky" Barnes', 'Tony Stark']`,Marvel Cinematic Universe,5947,`['M', 'M']`,White
90,-12,`['Alexander Hamilton', 'John Laurens']`,Hamilton – Miranda,5889,`['M', 'M']`,POC
91,N,`['Jesse McCree', 'Hanzo Shimada']`,Overwatch (Video Game),5831,`['M', 'M']`,Whi/POC
92,-20,`['Patrick Stump', 'Pete Wentz']`,Fall Out Boy,5750,`['M', 'M']`,Whi/POC
93,N,`['Jon Snow', 'Sansa Stark']`,Game of Thrones (TV),5736,`['F', 'M']`,White
94,N,`['Brian Kinney', 'Justin Taylor (Queer as Folk)']`,Queer as Folk (US),5638,`['M', 'M']`,White
95,N,`['Kim Taehyung | V', 'Min Yoongi | Suga']`,Bangtan Boys | BTS,5546,`['M', 'M']`,POC
96,N,`['Aaron Dingle', 'Robert Sugden']`,Emmerdale,5471,`['M', 'M']`,White
97,-29,`['Mary Morstan', 'John Watson']`,Sherlock (TV),5470,`['F', 'M']`,White
98,-5,`['Poe Dameron', 'Finn']`,Star Wars Sequel Trilogy,5436,`['M', 'M']`,POC
99,-22,`['Inquisitor', 'Solas (Dragon Age)']`,Dragon Age: Inquisition,5428,Other,Whi/Amb
100,-13,`['America', 'England (Hetalia)']`,Hetalia: Axis Powers,5301,`['M', 'M']`,White
